,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,DefaultData,Latitude,Longitude,ZipCode,log_SiteEnergyUse,log_TotalGHGEmissions
3556,2016,NonResidential,Small- and Mid-Sized Office,7.0,DOWNTOWN,1900,7.0,89550.0,"Office, Retail Store, Social/Meeting Hall",Office,85.0,3903259.75,51.67,False,47.60266,-122.33332,98104.0,15.177322851515134,3.964046033495298
3555,2016,NonResidential,Large Office,7.0,DOWNTOWN,1990,2.0,49250.5,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,94.0,2551022.25,130.73,False,47.615159999999996,-122.33303000000001,98101.0,16.698466161822605,4.880754373241736
3565,2016,NonResidential,Large Office,7.0,DOWNTOWN,1991,2.0,49250.5,"Office, Parking",Office,95.0,2551022.25,139.72,False,47.60614,-122.33673999999999,98101.0,16.718097681344997,4.946772100429302
3604,2016,NonResidential,Mixed Use Property,2.0,GREATER DUWAMISH,1970,1.0,88400.0,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,42.0,4383100.5,116.03,False,47.52871,-122.29443,98108.0,15.293267136787387,4.762430312186675
3578,2016,NonResidential,Retail Store,4.0,NORTHEAST,1978,2.0,89200.0,Retail Store,Retail Store,83.0,6461937.0,89.47,False,47.66024,-122.31278,98105.0,15.681439830767783,4.50501830403765
3580,2016,NonResidential,Other,4.0,NORTHEAST,1969,5.0,36000.0,Data Center,Data Center,96.0,2551022.25,209.41,False,47.6606,-122.31512,98185.0,17.21799015057585,5.3490580082512205
3602,2016,NonResidential,Hotel,7.0,DOWNTOWN,1923,2.0,49250.5,"Hotel, Swimming Pool",Hotel,45.0,2551022.25,49.58,False,47.60804,-122.33391,98101.0,17.84948930341869,7.853507721005911
3601,2016,NonResidential,Large Office,7.0,DOWNTOWN,1976,2.0,49250.5,"Financial Office, Office, Other, Parking, Restaurant",Office,69.0,2551022.25,49.58,False,47.608959999999996,-122.33481,98101.0,17.696661672827616,5.825911607889265
3600,2016,NonResidential,Large Office,7.0,DOWNTOWN,1960,2.0,49250.5,"Office, Other - Education, Parking",Office,79.0,2551022.25,49.58,False,47.60869,-122.33588,98101.0,17.114192373259925,6.990063111629714
3599,2016,NonResidential,Large Office,7.0,DOWNTOWN,1964,2.0,49250.5,"Office, Other - Restaurant/Bar, Parking",Office,77.0,2551022.25,49.58,False,47.60842,-122.33305,98101.0,16.758211975813406,6.276004187287266
3598,2016,NonResidential,Large Office,7.0,DOWNTOWN,1927,8.0,49250.5,"Office, Performing Arts, Retail Store",Office,76.0,13656587.0,49.58,False,47.609320000000004,-122.33388000000001,98101.0,16.42973260052593,5.875071170428134
3597,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1977,1.0,128800.0,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,97.0,1809101.5,78.92,False,47.540659999999995,-122.33023,98108.0,14.408341423911,4.381026134340298
3596,2016,NonResidential,Large Office,7.0,DOWNTOWN,1912,2.0,49250.5,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,72.0,2551022.25,49.58,False,47.60198,-122.33174,98104.0,16.962342218024094,6.609753474123501
3595,2016,NonResidential,Small- and Mid-Sized Office,7.0,DOWNTOWN,1900,5.0,50176.0,"Office, Other, Restaurant",Office,77.0,2933288.75,24.91,False,47.602270000000004,-122.33202,98104.0,14.891635132715399,3.2546289945740186
3594,2016,NonResidential,Supermarket / Grocery Store,6.0,NORTHWEST,1956,1.0,60880.0,Supermarket/Grocery Store,Supermarket/Grocery Store,54.0,14293972.0,49.58,False,47.7019,-122.36373999999999,98117.0,16.47534853785584,5.953944387194059
3593,2016,NonResidential,Large Office,7.0,DOWNTOWN,1984,8.0,49250.5,"Laboratory, Office, Other, Parking",Office,73.0,2551022.25,208.79,False,47.6176,-122.35686000000001,98121.0,17.21501480708614,5.346107030383885
3579,2016,NonResidential,Large Office,4.0,NORTHEAST,1971,2.0,49250.5,Office,Office,77.0,2551022.25,198.34,False,47.66072,-122.31466,98195.0,17.16367407869984,5.29501190953931
3592,2016,NonResidential,Large Office,7.0,DOWNTOWN,1947,3.0,192630.0,"Office, Parking",Office,94.0,5357833.0,46.03,False,47.617340000000006,-122.34433999999999,98121.0,15.494070346897155,3.8507856959569566
3590,2016,NonResidential,Large Office,7.0,DOWNTOWN,1982,6.0,49250.5,"Office, Parking",Office,64.0,2551022.25,141.95,False,47.6182,-122.352,98121.0,16.82913967337022,4.9624949187683205
3589,2016,NonResidential,Mixed Use Property,7.0,DOWNTOWN,1980,4.0,109347.0,"Laboratory, Office, Parking",Laboratory,,8218155.5,91.13,False,47.6177,-122.3545,98121.0,15.921856471807077,4.52320062312084
3588,2016,NonResidential,Large Office,7.0,DOWNTOWN,1979,2.0,49250.5,"Office, Parking",Office,79.0,2551022.25,176.43,False,47.614309999999996,-122.34244,98121.0,17.046621033332812,5.178576164935488
3587,2016,NonResidential,Large Office,7.0,DOWNTOWN,1988,2.0,49250.5,"Office, Parking",Office,65.0,2551022.25,197.19,False,47.61695,-122.32965,98101.0,17.104778450987062,5.289226166536256
3586,2016,NonResidential,Mixed Use Property,7.0,DOWNTOWN,2000,2.0,49250.5,"Fitness Center/Health Club/Gym, Office, Parking",Parking,94.0,9765777.0,72.42,False,47.6177,-122.3306,98101.0,16.094394791418274,4.2961963780686885
3585,2016,NonResidential,Large Office,7.0,DOWNTOWN,1980,2.0,49250.5,"Office, Parking",Office,79.0,2551022.25,168.88,False,47.615970000000004,-122.33086000000002,98101.0,17.002891133687264,5.13509230544507
3584,2016,NonResidential,Self-Storage Facility,7.0,DOWNTOWN,1964,5.0,93660.0,Self-Storage Facility,Self-Storage Facility,,873221.875,6.09,False,47.61591,-122.33238,98101.0,13.679946100062391,3.923556241241819
3583,2016,NonResidential,Large Office,4.0,NORTHEAST,2002,5.0,49250.5,"Office, Parking",Office,93.0,7046345.5,49.12,False,47.65999,-122.31741000000001,98105.0,15.768019813512101,3.9144201300278674
3582,2016,NonResidential,Large Office,4.0,NORTHEAST,2002,6.0,135051.0,"Office, Parking",Office,88.0,4426136.0,30.86,False,47.66065,-122.31688999999999,98105.0,15.30303775257093,3.4613513044819024
3581,2016,NonResidential,Small- and Mid-Sized Office,4.0,NORTHEAST,1961,5.0,99005.0,Office,Office,70.0,4728488.5,119.03,False,47.661,-122.31626000000001,98105.0,15.369116364857888,4.787741711537254
3591,2016,NonResidential,Large Office,7.0,DOWNTOWN,2002,6.0,49250.5,"Office, Other, Other - Restaurant/Bar, Parking",Office,74.0,14913424.0,103.97,False,47.61598,-122.34369,98121.0,16.517772371964202,4.653674595047707
3554,2016,NonResidential,Large Office,7.0,DOWNTOWN,2009,2.0,49250.5,"Office, Parking",Office,97.0,2551022.25,275.54,False,47.61555,-122.33582,98101.0,17.49241492103089,5.622355475960472
3656,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1960,1.0,119661.0,Distribution Center,Distribution Center,97.0,775729.1875,5.44,False,47.53764,-122.3232,98108.0,13.561560042184286,3.923556241241819
3658,2016,NonResidential,Small- and Mid-Sized Office,7.0,MAGNOLIA / QUEEN ANNE,1984,6.0,95721.0,"Office, Parking",Office,95.0,3063504.5,21.36,False,47.625659999999996,-122.34286999999999,98119.0,14.93507040647837,3.1072736482868986
3732,2016,NonResidential,Small- and Mid-Sized Office,2.0,GREATER DUWAMISH,1964,1.0,53250.0,"Office, Parking",Office,96.0,1794187.25,46.93,False,47.54965,-122.3278,98108.0,14.400063249206152,3.86974161317154
3731,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1966,1.0,55700.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63.0,519806.0938,3.62,False,47.54912,-122.32818999999999,98108.0,13.161213048268394,3.923556241241819
3730,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1966,1.0,85400.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49.0,1536998.25,10.72,False,47.54853,-122.32813999999999,98108.0,14.245342534557048,2.4612967841488667
3729,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1969,1.0,57540.0,Distribution Center,Distribution Center,73.0,2582687.0,76.68,False,47.546209999999995,-122.33486,98108.0,14.764341275002979,4.35259782398307
3728,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1967,1.0,50065.0,"Distribution Center, Parking",Distribution Center,72.0,1529510.25,42.65,False,47.54187,-122.32713999999999,98168.0,14.240458797890929,3.776203282285611
3727,2016,NonResidential,Large Office,7.0,DOWNTOWN,1970,2.0,49250.5,"Office, Parking",Office,95.0,8493420.0,59.21,False,47.60411,-122.33225,98104.0,15.954802421767894,4.097838451476356
3726,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1967,1.0,124472.0,"Distribution Center, Parking",Distribution Center,62.0,5464762.0,237.36,False,47.54187,-122.32713999999999,98168.0,15.51383131177226,5.473782135878778
3725,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1966,1.0,22780.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33.0,402051.3125,2.8,False,47.54769,-122.3251,98108.0,14.752005111155329,3.923556241241819
3724,2016,NonResidential,Retail Store,4.0,NORTHEAST,1987,2.0,69492.0,Retail Store,Retail Store,100.0,318962.8125,2.22,False,47.66178,-122.31812,98105.0,14.752005111155329,3.923556241241819
3723,2016,NonResidential,Large Office,2.0,DOWNTOWN,2002,2.0,181694.0,"Office, Other, Parking",Office,88.0,7637986.0,53.25,False,47.59963,-122.32796,98104.0,15.848644644749916,3.993602992420569
3733,2016,NonResidential,Small- and Mid-Sized Office,7.0,MAGNOLIA / QUEEN ANNE,1987,6.0,78672.0,Office,Office,98.0,2179719.75,28.63,False,47.624759999999995,-122.34843000000001,98109.0,14.59470733022996,3.388787361585474
3722,2016,NonResidential,Self-Storage Facility,7.0,MAGNOLIA / QUEEN ANNE,1956,3.0,94470.0,Self-Storage Facility,Self-Storage Facility,,1000796.875,33.18,False,47.636340000000004,-122.3754,98119.0,13.816308114831225,3.5316406776874447
3720,2016,NonResidential,Self-Storage Facility,7.0,MAGNOLIA / QUEEN ANNE,1988,4.0,130293.0,"Parking, Self-Storage Facility",Self-Storage Facility,,465533.3125,3.25,False,47.64676,-122.37581000000002,98119.0,14.752005111155329,3.923556241241819
3719,2016,NonResidential,Other,6.0,BALLARD,2008,5.0,49250.5,"Parking, Retail Store",Parking,,2551022.25,49.58,False,47.66233,-122.3748,98107.0,16.653731636479538,6.026711027295051
3718,2016,NonResidential,Warehouse,6.0,BALLARD,1941,2.0,63240.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,100.0,227566.7031,8.15,False,47.66724,-122.38553,98107.0,14.752005111155329,2.21375387928743
3717,2016,NonResidential,Small- and Mid-Sized Office,6.0,BALLARD,1925,6.0,94033.0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store",Office,,4758198.0,120.24,False,47.66891,-122.38528000000001,98107.0,15.375379793266351,4.797772052189602
3716,2016,NonResidential,Retail Store,2.0,GREATER DUWAMISH,1966,1.0,50200.0,Retail Store,Retail Store,,1047461.0,32.22,False,47.55032,-122.32614,98108.0,13.861880653270767,3.503152104185149
3715,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1967,2.0,90000.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,87.0,1429146.375,17.17,False,47.54983,-122.32858,98108.0,14.172588583154843,2.89977188240808
3714,2016,NonResidential,Large Office,2.0,GREATER DUWAMISH,1982,5.0,49250.5,"Office, Parking",Office,95.0,7683885.0,53.57,False,47.55146,-122.32831999999999,98108.0,15.854635966737625,3.9994842811981406
3713,2016,NonResidential,Mixed Use Property,7.0,DOWNTOWN,1991,6.0,154660.0,"Data Center, Library, Non-Refrigerated Warehouse, Office, Other - Entertainment/Public Assembly, Other - Recreation, Other - Services, Restaurant, Social/Meeting Hall",Other - Entertainment/Public Assembly,,2551022.25,49.58,False,47.6074,-122.33776999999999,98101.0,17.785062518573447,7.392856858414871
3712,2016,NonResidential,Large Office,6.0,LAKE UNION,1999,4.0,49250.5,"Office, Parking",Office,89.0,8651835.0,85.01,False,47.64882,-122.34905,98103.0,15.973282110720557,4.454463568563388
3711,2016,NonResidential,Large Office,6.0,LAKE UNION,1999,3.0,49250.5,"Data Center, Office, Parking, Restaurant",Office,96.0,11325513.0,94.47,False,47.64822,-122.34848000000001,98103.0,16.24256861461691,4.558812062009942
3721,2016,NonResidential,Warehouse,7.0,MAGNOLIA / QUEEN ANNE,1997,4.0,106041.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,94.0,1123943.0,25.58,False,47.65567,-122.37478,98119.0,13.932354486130556,3.2801590532850993
3710,2016,NonResidential,Small- and Mid-Sized Office,6.0,LAKE UNION,2001,3.0,96041.0,"Office, Parking",Office,70.0,5413418.0,37.74,False,47.64849,-122.35041000000001,98103.0,15.504391429027633,3.65687265797885
3734,2016,NonResidential,Warehouse,5.0,NORTHWEST,1986,3.0,64660.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,89.0,325513.0,6.32,False,47.71286,-122.34421999999999,98133.0,14.752005111155329,3.923556241241819
3736,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1968,1.0,161678.0,Distribution Center,Distribution Center,73.0,9357230.0,204.81,False,47.5701,-122.33341999999999,98134.0,16.05165997135313,5.326953413084369
3758,2016,NonResidential,Small- and Mid-Sized Office,5.0,NORTHWEST,1981,6.0,86483.0,"Office, Parking",Office,56.0,6361236.5,44.35,False,47.70732,-122.33278999999999,98144.0,15.665733491860651,3.814410176561146
3757,2016,NonResidential,Other,5.0,North,1969,2.0,98539.0,Strip Mall,Strip Mall,,5450441.5,46.49,False,47.7094,-122.31843,98125.0,15.511207356004032,3.8605191625610304
3756,2016,NonResidential,Small- and Mid-Sized Office,5.0,NORTHWEST,1974,5.0,86400.0,Office,Office,53.0,9080022.0,293.55,False,47.707440000000005,-122.33171000000002,98133.0,16.021587283613915,5.685448767967697
3755,2016,NonResidential,Retail Store,5.0,NORTH,1950,2.0,49250.5,Retail Store,Retail Store,97.0,7290824.5,129.29,False,47.70759,-122.3255,98125.0,15.802127334885366,4.86976273521484
3754,2016,NonResidential,Large Office,7.0,LAKE UNION,1990,5.0,144573.0,"Office, Parking",Office,62.0,5135040.0,35.8,False,47.62488,-122.33006999999999,98109.0,15.451598385733563,3.6054978451748854
3753,2016,NonResidential,Mixed Use Property,7.0,LAKE UNION,1928,1.0,65000.0,"Office, Other, Parking",Office,,2603931.25,63.89,False,47.62405,-122.33084,98109.0,14.772533264307,4.1726935286330775
3752,2016,NonResidential,Distribution Center,1.0,GREATER DUWAMISH,1989,2.0,98024.0,"Distribution Center, Office",Distribution Center,94.0,1988334.5,42.25,False,47.53687,-122.33316,98108.0,14.502808414535307,3.7669972333778885
3751,2016,NonResidential,Small- and Mid-Sized Office,4.0,LAKE UNION,1978,4.0,85385.0,"Data Center, Office, Parking",Office,,4855036.5,33.85,False,47.640370000000004,-122.32626,98102.0,15.395527383673613,3.551053137206533
3750,2016,NonResidential,Mixed Use Property,2.0,GREATER DUWAMISH,1932,2.0,49250.5,"Medical Office, Office, Parking",Office,66.0,2551022.25,247.35,False,47.5928,-122.31598999999999,98144.0,16.86133676445933,5.514839041553359
3749,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1991,2.0,49250.5,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,92.0,8024064.5,262.45,False,47.56407,-122.32765,98108.0,15.89795577160156,5.573863596655295
3735,2016,NonResidential,Mixed Use Property,3.0,EAST,1927,2.0,75844.0,"Office, Other, Parking",Other,,3684188.5,38.48,False,47.615520000000004,-122.31743999999999,98122.0,15.11956111368805,3.675794214565281
3748,2016,NonResidential,Other,3.0,CENTRAL,1926,3.0,80004.0,Other,Other,,12232124.0,85.28,False,47.6144,-122.30982,98122.0,16.31957624563627,4.457597821520956
3746,2016,NonResidential,Small- and Mid-Sized Office,3.0,GREATER DUWAMISH,1970,1.0,65430.0,"Office, Other",Office,89.0,3181045.5,90.24,False,47.59388,-122.31123999999998,98144.0,14.97272078866908,4.5134933974161875
3745,2016,NonResidential,Small- and Mid-Sized Office,3.0,CENTRAL,1914,2.0,62220.0,"Office, Other - Services, Parking",Office,32.0,5444253.5,38.55,False,47.59367,-122.30957,98144.0,15.510071390374987,3.677565694213663
3744,2016,NonResidential,Retail Store,7.0,LAKE UNION,1996,4.0,49250.5,Retail Store,Retail Store,42.0,9937707.0,190.61,False,47.62,-122.33027,98109.0,16.111846968543286,5.2554620562416074
3743,2016,NonResidential,Large Office,7.0,LAKE UNION,2005,6.0,49250.5,"Office, Parking, Retail Store",Office,95.0,9058916.0,54.92,False,47.620290000000004,-122.33078,98109.0,16.019260134450274,4.0239220979255546
3742,2016,NonResidential,Supermarket / Grocery Store,5.0,NORTH,1980,1.0,58480.0,Supermarket/Grocery Store,Supermarket/Grocery Store,37.0,11054535.0,272.54,False,47.73315,-122.3105,98155.0,16.218351399434447,5.611447863453405
3741,2016,NonResidential,Supermarket / Grocery Store,5.0,NORTHWEST,2003,1.0,58184.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,41.0,14715262.0,49.58,False,47.69267,-122.35506000000001,98103.0,16.50439581240878,6.02931412838173
3740,2016,NonResidential,Refrigerated Warehouse,2.0,GREATER DUWAMISH,1953,1.0,104099.0,"Office, Parking, Refrigerated Warehouse",Refrigerated Warehouse,,2551022.25,142.36,False,47.56637,-122.33273,98134.0,16.68881646351032,4.96535894922662
3739,2016,NonResidential,Other,2.0,GREATER DUWAMISH,1940,1.0,56608.0,"Office, Other",Other,,5094197.0,74.31,False,47.56785,-122.33361000000001,98134.0,15.4436128030241,4.32161292811326
3738,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1980,1.0,52613.0,Distribution Center,Distribution Center,80.0,1061458.25,32.02,False,47.57023,-122.33241000000001,98134.0,13.8751551703165,3.497113438491982
3737,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1949,1.0,101101.0,Distribution Center,Distribution Center,73.0,2551022.25,152.71,False,47.568740000000005,-122.33303000000001,98134.0,16.897229270938787,5.035067710236841
3747,2016,NonResidential,Large Office,4.0,NORTHEAST,2006,3.0,102290.0,"Office, Parking",Office,73.0,6062770.5,49.17,False,47.66517,-122.30186,98105.0,15.61767759673028,3.9154172384961616
3657,2016,NonResidential,Large Office,3.0,LAKE UNION,2001,7.0,139200.0,Office,Office,81.0,4342597.0,30.27,False,47.62958,-122.32826000000001,98109.0,15.283983344488117,3.44265917146975
3709,2016,NonResidential,Small- and Mid-Sized Office,6.0,LAKE UNION,2000,4.0,90000.0,Office,Office,84.0,3897738.0,27.17,False,47.64963,-122.35158,98103.0,15.175907199393837,3.338257581888281
3707,2016,NonResidential,Supermarket / Grocery Store,5.0,NORTHWEST,1997,1.0,50083.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,78.0,8663691.0,158.92,False,47.7235,-122.34458000000001,98133.0,15.974651517631253,5.074673690192145
3680,2016,Campus,Other,3.0,LAKE UNION,1997,5.0,49250.5,"Other, Parking",Other,,2551022.25,49.58,False,47.62855,-122.33035,98109.0,14.752005111155329,3.923556241241819
3679,2016,NonResidential,Large Office,3.0,LAKE UNION,2001,6.0,49250.5,"Office, Parking",Office,49.0,11963428.0,94.64,False,47.62621,-122.33128,98109.0,16.297364971080157,4.560591142590124
3678,2016,NonResidential,Large Office,3.0,LAKE UNION,2002,5.0,49250.5,"Office, Parking",Office,71.0,2551022.25,49.58,False,47.62855,-122.33035,98109.0,17.21948730693757,6.45110213410454
3677,2016,NonResidential,Warehouse,3.0,LAKE UNION,1914,5.0,127800.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56.0,2767491.0,29.53,False,47.62572,-122.33389,98109.0,14.833452052865177,3.4187098067467865
3676,2016,NonResidential,Large Office,7.0,LAKE UNION,2009,5.0,49250.5,"Medical Office, Office, Parking",Office,96.0,7851334.5,61.93,False,47.62383,-122.3356,98109.0,15.876194202677103,4.1420229975388425
3675,2016,NonResidential,Large Office,7.0,LAKE UNION,2004,6.0,139282.0,"Financial Office, Food Service, Office, Other, Parking",Office,96.0,3238216.0,22.57,False,47.622859999999996,-122.33803999999999,98109.0,14.990533427651162,3.1599747169480397
3674,2016,NonResidential,Laboratory,7.0,LAKE UNION,2003,4.0,49250.5,Laboratory,Laboratory,,2551022.25,49.58,False,47.62254,-122.33753,98109.0,17.333420090979732,6.746212343635318
3673,2016,NonResidential,Laboratory,7.0,LAKE UNION,1928,3.0,55200.0,"Data Center, Laboratory",Laboratory,,11594121.0,269.71,False,47.62348,-122.33743,98109.0,16.266008803510598,5.601048137201335
3672,2016,NonResidential,Large Office,7.0,LAKE UNION,2009,5.0,184482.0,"Office, Other, Parking",Office,95.0,5671256.0,40.47,False,47.62402,-122.33755,98109.0,15.55092134425534,3.7249702742582897
3671,2016,NonResidential,Retail Store,6.0,BALLARD,1999,1.0,164437.0,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,62.0,2551022.25,49.58,False,47.66057,-122.36856999999999,98107.0,16.727336356600293,5.790510478166025
3681,2016,NonResidential,Mixed Use Property,7.0,LAKE UNION,2003,5.0,159700.0,"Office, Other, Parking, Retail Store",Other,,2551022.25,49.58,False,47.62121,-122.33885,98109.0,17.26141418865342,6.590246101632206
3670,2016,NonResidential,Small- and Mid-Sized Office,7.0,MAGNOLIA / QUEEN ANNE,1985,4.0,86995.0,"Office, Parking",Office,81.0,2991674.75,20.86,False,47.62003,-122.35706,98109.0,14.911344239877597,3.0846584827483925
3668,2016,NonResidential,Large Office,7.0,LAKE UNION,1929,8.0,49250.5,"Data Center, Office, Other, Restaurant",Office,,2551022.25,49.58,False,47.61907,-122.33651,98109.0,17.695145837717536,5.858133134486126
3667,2016,NonResidential,Retail Store,2.0,GREATER DUWAMISH,2005,1.0,158415.0,Retail Store,Retail Store,73.0,2551022.25,49.58,False,47.5653,-122.33076000000001,98199.0,16.92432224468812,6.1213737625622064
3666,2016,NonResidential,Large Office,7.0,LAKE UNION,1982,4.0,134056.0,"Office, Parking",Office,54.0,4695139.0,32.73,False,47.622690000000006,-122.33223999999998,98109.0,15.36203848913626,3.5183876490735586
3665,2016,NonResidential,Small- and Mid-Sized Office,1.0,DELRIDGE,1960,3.0,55593.0,Office,Office,55.0,4224872.5,93.23,False,47.5671,-122.36416000000001,98101.0,15.256499877496774,4.545738602218665
3664,2016,NonResidential,Small- and Mid-Sized Office,5.0,NORTH,1979,4.0,53730.0,"Office, Parking",Office,73.0,4742869.0,33.06,False,47.70063,-122.32486999999999,98115.0,15.372152995671103,3.5281236752345424
3663,2016,NonResidential,Large Office,5.0,NORTH,1983,5.0,122250.0,"Adult Education, Bank Branch, Office, Parking",Office,93.0,5535626.0,38.59,False,47.69917,-122.3268,98115.0,15.52671539684207,3.678576561118039
3662,2016,NonResidential,Small- and Mid-Sized Office,5.0,NORTH,1979,6.0,88774.0,"Office, Parking",Office,53.0,6029121.5,42.03,False,47.69999,-122.32663000000001,98115.0,15.612112035725898,3.7618975468505083
3661,2016,NonResidential,Small- and Mid-Sized Office,5.0,NORTH,1974,5.0,74880.0,"Office, Parking",Office,56.0,5134607.5,35.8,False,47.70105,-122.32659,98125.0,15.451514156958227,3.6054978451748854
3660,2016,NonResidential,Large Office,4.0,LAKE UNION,2001,3.0,103697.0,Office,Office,73.0,11319836.0,49.58,False,47.64776,-122.33923999999999,98103.0,16.242067231342354,5.92937635479456
3659,2016,NonResidential,Large Office,7.0,MAGNOLIA / QUEEN ANNE,1996,5.0,213283.0,"Office, Parking",Office,83.0,5661689.5,39.47,False,47.629290000000005,-122.34194,98109.0,15.549233080496554,3.7005609588877744
3669,2016,NonResidential,Other,3.0,EAST,1975,8.0,158738.0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,,2551022.25,49.58,False,47.60953,-122.32793000000001,98101.0,17.938805015398806,7.146669812008544
3708,2016,NonResidential,Large Office,6.0,LAKE UNION,1988,3.0,124071.0,Office,Office,73.0,4991360.5,34.9,False,47.650859999999994,-122.35412,98103.0,15.423219276203469,3.580737295494233
3682,2016,NonResidential,Large Office,7.0,LAKE UNION,2006,4.0,209816.0,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",Office,97.0,6917478.5,122.68,False,47.62137,-122.33743999999999,98109.0,15.749562027140453,4.817697584839112
3684,2016,NonResidential,Mixed Use Property,7.0,LAKE UNION,1954,3.0,67380.0,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,66.0,2755829.0,74.1,False,47.620020000000004,-122.33686999999999,98109.0,14.829229225613755,4.318820558770089
3706,2016,NonResidential,Retail Store,5.0,NORTHWEST,1967,1.0,114000.0,"Retail Store, Supermarket/Grocery Store",Retail Store,79.0,2551022.25,49.58,False,47.7249,-122.34331999999999,98133.0,16.661898209073104,6.317651932644658
3705,2016,NonResidential,Supermarket / Grocery Store,5.0,NORTHWEST,1984,1.0,144776.0,Wholesale Club/Supercenter,Wholesale Club/Supercenter,56.0,13424079.0,237.39,False,47.72803,-122.34213999999999,98133.0,16.412560667146934,5.473907988002699
3704,2016,NonResidential,Other,5.0,NORTHWEST,1964,1.0,111900.0,"Parking, Strip Mall",Strip Mall,,9814820.0,226.43,False,47.72546,-122.34658999999999,98133.0,16.09940414813465,5.426842498736322
3703,2016,NonResidential,Warehouse,5.0,NORTHWEST,1999,3.0,94400.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38.0,784364.5,10.24,False,47.72377,-122.34095,98133.0,13.572630389675155,2.419478844465545
3702,2016,NonResidential,Retail Store,5.0,NORTHWEST,1997,1.0,131387.0,Retail Store,Retail Store,72.0,8773058.0,110.46,False,47.72053,-122.34738999999999,98133.0,15.987196106267435,4.7136657821413905
3701,2016,NonResidential,Other,7.0,MAGNOLIA / QUEEN ANNE,1952,3.0,66462.0,"Other, Parking",Other,,6876439.5,47.94,False,47.635490000000004,-122.34103,98109.0,15.743611706841863,3.8905950580145254
3700,2016,NonResidential,Other,6.0,LAKE UNION,2001,3.0,49250.5,"Office, Parking, Retail Store",Parking,,11521702.0,80.32,False,47.64942,-122.35023999999999,98103.0,16.259743032167375,4.398391988760146
3699,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1999,1.0,49250.5,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,100.0,1396082.25,41.8,False,47.56419,-122.34262,98134.0,14.149181195196865,3.756538102587751
3698,2016,Nonresidential COS,Other,1.0,DELRIDGE,1955,1.0,113780.0,"Office, Other - Services",Other - Services,,3574542.25,121.98,False,47.56548,-122.35378,98118.0,15.089347963710193,4.812021740525323
3697,2016,NonResidential,Supermarket / Grocery Store,2.0,GREATER DUWAMISH,2008,1.0,63225.0,Supermarket/Grocery Store,Supermarket/Grocery Store,100.0,6522551.5,45.47,False,47.56895,-122.33775,98134.0,15.69077634502157,3.8388069430968867
3683,2016,NonResidential,Large Office,7.0,LAKE UNION,2006,6.0,49250.5,"Bank Branch, Office, Parking",Office,97.0,7519466.5,69.59,False,47.62131,-122.33814,98109.0,15.83300588224858,4.256888491407381
