,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,DefaultData,Latitude,Longitude,ZipCode,log_SiteEnergyUse,log_TotalGHGEmissions
4924,2016,NonResidential,Small- and Mid-Sized Office,7.0,MAGNOLIA / QUEEN ANNE,2007,4.0,30152.0,"Office, Parking",Office,96.0,845044.125,5.94,False,47.660059999999994,-122.38631000000001,98199.0,13.647145307280319,3.923556241241819
4923,2016,NonResidential,Distribution Center,7.0,MAGNOLIA / QUEEN ANNE,1968,1.0,35946.0,"Distribution Center, Office",Distribution Center,,469499.8125,11.08,False,47.661609999999996,-122.39075,98199.0,14.752005111155329,2.4915511925066687
4939,2016,NonResidential,Mixed Use Property,6.0,BALLARD,1909,3.0,27085.0,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,,1995131.75,60.67,False,47.66852,-122.38175,98107.0,14.506221147445707,4.1217975890034015
4853,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1961,1.0,41895.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,1242311.5,25.09,False,47.5478,-122.32307,98108.0,14.032485120132955,3.261552099148637
4852,2016,NonResidential,Small- and Mid-Sized Office,2.0,GREATER DUWAMISH,1967,1.0,25500.0,Office,Office,98.0,1213869.75,55.3,False,47.55045,-122.32749,98108.0,14.009324778706302,4.030694535145645
4850,2016,SPS-District K-12,K-12 School,5.0,NORTH,1955,1.0,38582.0,K-12 School,K-12 School,85.0,1848878.5,64.54,True,47.70743,-122.28463,98125.0,14.430090337883223,4.182660643270669
4775,2016,NonResidential,Small- and Mid-Sized Office,2.0,GREATER DUWAMISH,1967,2.0,24000.0,Office,Office,73.0,1088556.25,7.59,False,47.54974,-122.3261,98108.0,13.900363753588307,2.150598735996164
4774,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1962,1.0,26150.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,73.0,1208407.625,26.55,False,47.549479999999996,-122.32536,98108.0,14.004814866006422,3.3160025355989236
4773,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1964,1.0,35000.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,53.0,378714.4063,2.64,False,47.54813,-122.32553,98108.0,14.752005111155329,3.923556241241819
4772,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1975,1.0,28126.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,44.0,870625.8125,18.63,False,47.560559999999995,-122.32593,98108.0,13.6769687053518,2.9770590082883697
4771,2016,NonResidential,Other,2.0,GREATER DUWAMISH,1950,1.0,26660.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,2241280.5,15.62,False,47.550129999999996,-122.33044,98108.0,14.622558358459713,2.810606789427302
4770,2016,NonResidential,Refrigerated Warehouse,2.0,GREATER DUWAMISH,1914,2.0,45594.0,Refrigerated Warehouse,Refrigerated Warehouse,75.0,1351267.875,9.42,False,47.56067,-122.32705,98108.0,14.116554616385637,2.343727036325221
4769,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1989,1.0,21101.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,675772.875,27.97,False,47.56067,-122.32646000000001,98108.0,13.423613794628142,3.366260811781259
4766,2016,SPS-District K-12,K-12 School,1.0,DELRIDGE,1988,2.0,54528.0,K-12 School,K-12 School,75.0,1972078.625,13.75,True,47.54176,-122.37348999999999,98126.0,14.494599191118603,2.691243082785829
4765,2016,NonResidential,Small- and Mid-Sized Office,6.0,Ballard,1999,4.0,28844.0,"Office, Other",Office,,910718.6875,6.35,False,47.65804,-122.36537,98107.0,13.72199043130841,3.923556241241819
4762,2016,NonResidential,Worship Facility,1.0,SOUTHWEST,1957,1.0,23562.0,"Office, Worship Facility",Worship Facility,96.0,531737.1875,3.71,False,47.53439,-122.37698999999999,98106.0,13.18390651842928,3.923556241241819
4776,2016,NonResidential,K-12 School,3.0,EAST,1968,5.0,43594.0,K-12 School,K-12 School,38.0,2478045.5,73.26,False,47.64132,-122.31643999999999,98102.0,14.722981106128334,4.307572448748934
4758,2016,NonResidential,Senior Care Community,7.0,LAKE UNION,2006,2.0,49250.5,Senior Care Community,Senior Care Community,73.0,2551022.25,49.58,False,47.61935,-122.33389,98109.0,17.447742541214076,6.81790715495482
4745,2016,NonResidential,Small- and Mid-Sized Office,7.0,LAKE UNION,1953,2.0,43183.0,"Data Center, Office",Office,,7408342.0,92.45,False,47.62038,-122.34668,98109.0,15.818117355532177,4.537426533901572
4732,2016,NonResidential,Small- and Mid-Sized Office,2.0,GREATER DUWAMISH,1982,2.0,41262.0,Office,Office,84.0,1903455.875,13.27,False,47.546929999999996,-122.28718,98118.0,14.45918219891369,2.658159431488745
4731,2016,NonResidential,Other,2.0,SOUTHEAST,1962,2.0,22364.0,"Adult Education, Parking",Adult Education,,1467029.75,54.44,False,47.56028,-122.28913999999999,98118.0,14.198751018050631,4.015301354881648
4713,2016,NonResidential,Worship Facility,3.0,EAST,1922,2.0,22688.0,Worship Facility,Worship Facility,87.0,331675.0,7.07,False,47.60321889,-122.3205567,98122.0,14.752005111155329,2.0881534822818573
4704,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1977,1.0,29380.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,33.0,856088.625,5.97,False,47.53906,-122.32031,98108.0,13.660130351745801,3.923556241241819
4702,2016,NonResidential,Other,5.0,NORTH,1947,1.0,37377.0,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",,3040978.0,111.73,False,47.72039,-122.29728999999999,98125.0,14.927690061012507,4.72499557905644
4701,2016,SPS-District K-12,K-12 School,5.0,NORTH,1954,1.0,42292.0,K-12 School,K-12 School,100.0,0.0,0.0,True,47.723690000000005,-122.30676000000001,98125.0,14.752005111155329,3.923556241241819
4700,2016,NonResidential,Other,3.0,EAST,1927,3.0,31191.0,"Other - Recreation, Self-Storage Facility",Other - Recreation,,5876439.0,167.98,False,47.64033,-122.29135,98112.0,15.586461694343814,5.129780364724699
4696,2016,SPS-District K-12,K-12 School,2.0,SOUTHEAST,2008,2.0,29525.0,K-12 School,K-12 School,77.0,1297812.75,24.42,True,47.525259999999996,-122.27091999999999,98118.0,14.076191675965909,3.2355362657613083
4748,2016,NonResidential,Worship Facility,4.0,NORTH,1908,3.0,45680.0,Worship Facility,Worship Facility,79.0,2077039.375,86.81,False,47.68566,-122.31849,98115.0,14.546454541764161,4.475175389371905
4782,2016,NonResidential,Distribution Center,4.0,LAKE UNION,1912,1.0,28080.0,"Distribution Center, Office",Distribution Center,,794724.625,18.54,False,47.65791,-122.34273999999999,98103.0,13.585752208280695,2.972463646614637
4796,2016,NonResidential,Senior Care Community,5.0,NORTHWEST,1954,2.0,51298.0,Senior Care Community,Senior Care Community,85.0,5655578.0,203.73,False,47.72618,-122.35642,98133.0,15.548153049559044,5.321692037864487
4798,2016,NonResidential,Worship Facility,5.0,NORTHWEST,1962,1.0,22047.0,"Parking, Worship Facility",Worship Facility,100.0,265774.9063,1.85,False,47.72558,-122.3578,98133.0,14.752005111155329,3.923556241241819
4849,2016,NonResidential,Supermarket / Grocery Store,2.0,GREATER DUWAMISH,1953,1.0,26092.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,40.0,7619445.0,173.75,False,47.53747,-122.28308,98118.0,15.846214221607735,5.163356381113919
4848,2016,NonResidential,Retail Store,2.0,GREATER DUWAMISH,1992,2.0,38845.0,"Parking, Retail Store",Retail Store,82.0,6917280.0,215.56,False,47.53846,-122.28305,98118.0,15.749533331305782,5.377867645306046
4837,2016,NonResidential,Warehouse,4.0,LAKE UNION,1957,2.0,20140.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49.0,116486.6016,0.81,False,47.650220000000004,-122.34173999999999,98103.0,14.752005111155329,3.923556241241819
4836,2016,NonResidential,Worship Facility,3.0,CENTRAL,1901,2.0,26560.0,Worship Facility,Worship Facility,73.0,1751483.875,64.88,False,47.6101,-122.30838,98122.0,14.375974486127069,4.1878349053094395
4834,2016,Campus,University,3.0,EAST,1939,2.0,49250.5,"College/University, Parking",College/University,,2551022.25,49.58,False,47.61065,-122.31711000000001,98122.0,14.752005111155329,3.923556241241819
4828,2016,NonResidential,Worship Facility,6.0,BALLARD,1910,2.0,21765.0,Worship Facility,Worship Facility,80.0,431390.4063,17.38,False,47.67477,-122.38241000000001,98107.0,14.752005111155329,2.911263116927541
4826,2016,NonResidential,Small- and Mid-Sized Office,7.0,MAGNOLIA / QUEEN ANNE,1927,3.0,23910.0,"Office, Retail Store",Office,,873577.3125,15.11,False,47.63981,-122.39907,98199.0,13.68035305822964,2.779440197188883
4821,2016,NonResidential,Other,3.0,EAST,1981,1.0,20971.0,"Bank Branch, Medical Office, Parking, Retail Store",Parking,,729397.1875,5.08,False,47.61074,-122.32258999999999,98104.0,13.499975072434518,3.923556241241819
4816,2016,NonResidential,Supermarket / Grocery Store,4.0,NORTHEAST,1975,1.0,33005.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,73.0,10642754.0,225.67,False,47.66205,-122.29545,98105.0,16.180389936932983,5.423495215276265
4815,2016,NonResidential,Warehouse,4.0,NORTHEAST,1980,2.0,33576.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,64.0,1275231.75,49.73,False,47.66294,-122.29521000000001,98105.0,14.058639268934227,3.9265174515785985
4814,2016,NonResidential,Medical Office,4.0,NORTHEAST,1967,3.0,38378.0,"Medical Office, Parking",Medical Office,86.0,1645605.125,53.73,False,47.66183,-122.29263999999999,98105.0,14.313619339360628,4.0024120051558265
4813,2016,NonResidential,Mixed Use Property,4.0,NORTHEAST,1945,2.0,22135.0,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,,1261634.5,27.41,False,47.662459999999996,-122.29342,98105.0,14.04791945310635,3.3467411958660964
4812,2016,NonResidential,Self-Storage Facility,4.0,NORTHEAST,1959,2.0,20296.0,Self-Storage Facility,Self-Storage Facility,,855665.125,5.97,False,47.66353,-122.29505,98105.0,13.659635538150297,3.923556241241819
4811,2016,NonResidential,Medical Office,5.0,NORTH,1968,2.0,38745.0,"Medical Office, Parking",Medical Office,76.0,2890379.0,49.62,False,47.70087,-122.32378999999999,98115.0,14.876898539334114,3.9243467551169777
4810,2016,NonResidential,Medical Office,5.0,NORTH,1980,2.0,26930.0,Medical Office,Medical Office,64.0,1002995.0,6.99,False,47.700070000000004,-122.32533000000001,98115.0,13.818502078900227,2.0781907597781832
4809,2016,NonResidential,Other,5.0,NORTH,1979,1.0,30610.0,"Office, Other - Recreation",Other - Recreation,,4294550.0,135.81,False,47.69883,-122.32479,98115.0,15.272857567772808,4.918593101932022
4808,2016,NonResidential,Small- and Mid-Sized Office,5.0,NORTH,1974,3.0,39927.0,"Office, Parking",Office,38.0,3568419.5,24.88,False,47.700790000000005,-122.32713999999999,98125.0,15.087633618876914,3.2534704696327
4807,2016,NonResidential,Warehouse,1.0,GREATER DUWAMISH,1979,1.0,22000.0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,73.0,700627.625,4.88,True,47.51918,-122.31957,98108.0,13.459733246747005,3.923556241241819
4806,2016,NonResidential,Warehouse,1.0,GREATER DUWAMISH,1978,1.0,31300.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,89.0,362874.0,9.08,True,47.51968,-122.3212,98108.0,14.752005111155329,2.3105532626432224
4805,2016,NonResidential,Warehouse,1.0,GREATER DUWAMISH,1978,1.0,22176.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,60.0,736428.625,32.77,False,47.5193,-122.3213,98108.0,13.509568957026715,3.5195728343974766
4804,2016,NonResidential,Warehouse,1.0,GREATER DUWAMISH,1981,1.0,28920.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50.0,1750419.0,80.09,False,47.51899,-122.321,98108.0,14.375366317104303,4.395559648956466
4803,2016,NonResidential,Warehouse,1.0,GREATER DUWAMISH,2007,1.0,35289.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63.0,876425.0,23.9,False,47.52024,-122.32137,98108.0,13.6836075530822,3.214867803470662
4802,2016,NonResidential,Warehouse,1.0,GREATER DUWAMISH,1979,1.0,31600.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,73.0,3363535.5,103.28,False,47.5213,-122.32182,98108.0,15.028503508180206,4.647079589065301
4974,2016,Nonresidential COS,Other,3.0,EAST,1932,1.0,33087.0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,3548858.25,121.9,False,47.6303,-122.3142,98112.0,15.082136771783302,4.811371016571989
5486,2016,NonResidential,Refrigerated Warehouse,2.0,GREATER DUWAMISH,1955,2.0,21870.0,Refrigerated Warehouse,Refrigerated Warehouse,45.0,1074350.375,7.49,False,47.58217,-122.33263000000001,98134.0,13.887227665348682,2.138889000323256
6710,2016,Nonresidential COS,Other,1.0,DELRIDGE NEIGHBORHOODS,1982,1.0,18261.0,Other - Recreation,Other - Recreation,,932082.125,20.33,False,47.54067,-122.37441000000001,,13.745177279604707,3.0601145324832593
5488,2016,NonResidential,Medical Office,1.0,DELRIDGE,1970,1.0,43615.0,Medical Office,Medical Office,89.0,3133849.5,106.35,False,47.53419,-122.36623999999999,98126.0,14.957772998143833,4.67609452432479
6368,2016,NonResidential,Small- and Mid-Sized Office,3.0,EAST,1958,3.0,25834.0,Office,Office,73.0,2076289.625,54.02,False,47.61546,-122.31195,98122.0,14.546093506244409,4.007696755496428
6365,2016,NonResidential,K-12 School,3.0,CENTRAL,1951,2.0,36825.0,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,,1755072.75,51.14,False,47.61395,-122.31253000000001,98122.0,14.378021436791194,3.9539324085053558
6364,2016,NonResidential,Retail Store,2.0,DOWNTOWN,2000,3.0,54969.0,Retail Store,Retail Store,67.0,3724098.25,39.31,False,47.599509999999995,-122.32033,98104.0,15.130335568474004,3.6965995771290743
6362,2016,Campus,K-12 School,3.0,CENTRAL,2000,2.0,30562.0,K-12 School,K-12 School,69.0,1622231.375,55.73,False,47.62291,-122.28878999999999,98112.0,14.299313767884405,4.038303171338476
6360,2016,Nonresidential COS,Other,4.0,NORTHEAST,1929,3.0,27908.0,Other,Other,,2028125.625,63.22,False,47.66506,-122.31656000000001,98105.0,14.522623080106937,4.162314688661368
6359,2016,NonResidential,Other,4.0,NORTHEAST,1924,2.0,21600.0,"Other - Services, Retail Store",Other - Services,,1623657.0,11.32,False,47.66386,-122.31715,98105.0,14.300192186393328,2.511223958105374
6354,2016,NonResidential,Small- and Mid-Sized Office,3.0,EAST,1925,2.0,27938.0,"Office, Retail Store",Office,97.0,1027394.313,7.31,False,47.615559999999995,-122.32048,98122.0,13.84253733500373,2.1174596088673567
6352,2016,NonResidential,Warehouse,3.0,EAST,1958,2.0,61880.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,66.0,595936.5,4.15,False,47.61469,-122.31596,98122.0,13.297891074776874,3.923556241241819
6349,2016,NonResidential,Warehouse,3.0,EAST,1920,2.0,23040.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,99.0,79711.79688,0.87,False,47.61481,-122.31536000000001,98112.0,14.752005111155329,3.923556241241819
6343,2016,NonResidential,Mixed Use Property,3.0,EAST,1998,5.0,53034.0,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,93.0,3392129.0,83.65,False,47.61554,-122.31098,98122.0,15.036968600631226,4.438525108579144
6372,2016,NonResidential,Worship Facility,3.0,EAST,1929,1.0,37700.0,Worship Facility,Worship Facility,38.0,3481727.5,150.23,False,47.63193,-122.32126000000001,98102.0,15.063039423840625,5.018801856762649
6340,2016,NonResidential,Other,3.0,EAST,1975,2.0,38879.0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,,3371659.75,28.79,False,47.61674,-122.31111000000001,98122.0,15.030915985094758,3.394172766725191
6338,2016,NonResidential,Mixed Use Property,3.0,EAST,1912,3.0,24000.0,"Office, Other, Retail Store",Office,,932083.5,9.09,False,47.6139,-122.32033999999999,98122.0,13.745178754793935,2.3115448343655176
6337,2016,NonResidential,Other,3.0,EAST,1907,2.0,22320.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,209644.9063,4.8,False,47.61340332,-122.32035060000001,98122.0,14.752005111155329,3.923556241241819
6336,2016,NonResidential,Supermarket / Grocery Store,5.0,North,1996,1.0,44755.0,Supermarket/Grocery Store,Supermarket/Grocery Store,56.0,11521140.0,49.58,False,47.70941,-122.31707,98125.0,16.25969425346626,5.827709559887865
6335,2016,NonResidential,Other,3.0,Central,1911,3.0,25200.0,Other - Lodging/Residential,Other - Lodging/Residential,,1242666.25,53.02,False,47.61796,-122.30847,98122.0,14.03277063554,3.98935434836447
6333,2016,Campus,K-12 School,3.0,CENTRAL,1950,1.0,109794.0,K-12 School,K-12 School,87.0,3296526.25,115.34,False,47.62291,-122.28878999999999,98112.0,15.008380123844416,4.756516938482616
6325,2016,Nonresidential COS,Other,6.0,NORTHWEST,2004,1.0,27376.0,"Library, Parking",Library,,1082920.125,26.67,False,47.6875,-122.35496,98103.0,13.895172693229318,3.3203487937988347
6322,2016,NonResidential,K-12 School,5.0,North,1988,2.0,32961.0,K-12 School,K-12 School,86.0,1573155.0,62.94,False,47.719229999999996,-122.32171000000001,98125.0,14.268594350676763,4.157945143631696
6321,2016,NonResidential,Worship Facility,5.0,North,1961,2.0,76475.0,"Other - Education, Worship Facility",Worship Facility,,1765813.625,67.33,False,47.71856,-122.32083999999999,98125.0,14.384122685780254,4.224348908792687
6303,2016,NonResidential,Hotel,7.0,DOWNTOWN,2006,2.0,49250.5,"Hotel, Parking",Hotel,73.0,2551022.25,49.58,False,47.60505,-122.3361,98104.0,16.675283407896423,6.051076892039125
6302,2016,NonResidential,Other,3.0,Central,1991,3.0,34074.0,Other/Specialty Hospital,Other/Specialty Hospital,,8521989.0,286.33,False,47.62342,-122.29688,98112.0,15.95816043960784,5.660631381000218
6339,2016,NonResidential,Small- and Mid-Sized Office,3.0,EAST,1920,3.0,23422.0,Office,Office,65.0,2701872.0,128.07,False,47.613929999999996,-122.31589,98122.0,14.809455794177065,4.860354892847096
6285,2016,NonResidential,Worship Facility,5.0,NORTHWEST,2002,1.0,24955.0,Worship Facility,Worship Facility,47.0,689803.0,21.87,False,47.71479,-122.32824,98125.0,13.44416277825032,3.12982600803469
6376,2016,SPS-District K-12,K-12 School,3.0,EAST,1925,2.0,27273.0,K-12 School,K-12 School,90.0,1258619.125,46.7,True,47.64063,-122.30428,98112.0,14.045526539936008,3.8649313978942956
6385,2016,NonResidential,Small- and Mid-Sized Office,5.0,NORTHWEST,1982,3.0,25111.0,"Non-Refrigerated Warehouse, Office, Parking",Office,77.0,954352.6875,24.97,False,47.69898,-122.34161999999999,98103.0,13.768789623336989,3.256942025674657
6450,2016,NonResidential,University,3.0,CENTRAL,2013,1.0,57468.0,College/University,College/University,,3543985.5,89.8,False,47.59677,-122.30171999999999,98144.0,15.080762781444774,4.508659285607248
6449,2016,Nonresidential COS,Other,5.0,NORTH,1965,1.0,24697.0,"Library, Other - Services",Library,,1295685.75,29.18,False,47.71986,-122.29808999999999,98125.0,14.074551421432023,3.407179453339703
6448,2016,NonResidential,Large Office,7.0,DOWNTOWN,1982,2.0,119701.0,"Office, Retail Store",Office,67.0,8382140.5,58.44,False,47.617059999999995,-122.35141000000002,98121.0,15.941613988737215,4.084967400409504
6445,2016,NonResidential,Restaurant,7.0,DOWNTOWN,1985,2.0,42000.0,"Office, Other, Other - Restaurant/Bar, Strip Mall",Other - Restaurant/Bar,,7798464.0,273.91,False,47.60805,-122.33978,98101.0,15.869437477421373,5.616443771373892
6438,2016,NonResidential,Small- and Mid-Sized Office,7.0,MAGNOLIA / QUEEN ANNE,1982,5.0,54015.0,Office,Office,75.0,3020001.5,21.05,False,47.62495,-122.36036000000001,98119.0,14.920768217165278,3.093312601892855
6437,2016,NonResidential,K-12 School,4.0,NORTHEAST,1924,3.0,97500.0,K-12 School,K-12 School,97.0,3736960.0,156.45,False,47.66368,-122.27323999999999,98105.0,15.13378327223441,5.059107947547034
6436,2016,NonResidential,Large Office,2.0,DOWNTOWN,2000,2.0,49250.5,Office,Office,88.0,14709151.0,102.54,False,47.596340000000005,-122.32807,98104.0,16.50398044305732,4.639958011473755
6435,2016,NonResidential,Small- and Mid-Sized Office,2.0,DOWNTOWN,2000,2.0,68452.0,"Bank Branch, Office",Office,79.0,3782378.25,26.37,False,47.59706,-122.32813,98104.0,15.145863800803957,3.309447523052588
6434,2016,NonResidential,Large Office,2.0,DOWNTOWN,2000,2.0,49250.5,Office,Office,88.0,15026352.0,106.86,False,47.59666,-122.32768,98104.0,16.5253160842481,4.680834089909081
6428,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1922,1.0,37400.0,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Non-Refrigerated Warehouse,73.0,924192.6875,7.8,False,47.594159999999995,-122.3267,98134.0,13.736676947163426,2.174751721484161
6381,2016,NonResidential,Mixed Use Property,3.0,Central,2004,6.0,97229.0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,100.0,1021754.688,7.12,False,47.61608,-122.30967,98122.0,13.83703296833053,2.0943301541735866
6427,2016,NonResidential,Mixed Use Property,3.0,EAST,1900,3.0,22168.0,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,,1784385.25,49.44,False,47.59901628,-122.3315077,98104.0,14.394585076535185,3.9207845110967185
6417,2016,NonResidential,Laboratory,7.0,MAGNOLIA / QUEEN ANNE,1985,2.0,43025.0,"Laboratory, Other",Laboratory,,9393108.0,255.97,False,47.652229999999996,-122.36147,98119.0,16.055486893295566,5.5489593465640565
6416,2016,NonResidential,Small- and Mid-Sized Office,6.0,Ballard,1988,2.0,20535.0,"Distribution Center, Office",Office,73.0,1835804.0,38.71,False,47.655640000000005,-122.36191000000001,98107.0,14.422993635371656,3.6816030451431603
6413,2016,NonResidential,Small- and Mid-Sized Office,3.0,EAST,1982,3.0,28848.0,"Office, Parking",Office,82.0,726917.5,5.07,False,47.634409999999995,-122.28061000000001,98112.0,13.49656964569227,3.923556241241819
6412,2016,NonResidential,Worship Facility,4.0,NORTHEAST,1955,1.0,29079.0,Worship Facility,Worship Facility,78.0,861643.6875,22.18,False,47.67816,-122.28998,98115.0,13.666598269194285,3.1432898379116057
6405,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1971,1.0,28320.0,"Distribution Center, Parking",Distribution Center,73.0,4236396.5,67.96,False,47.5616,-122.32603,98108.0,15.259223819827787,4.233526626355437
6404,2016,NonResidential,Other,2.0,GREATER DUWAMISH,1907,5.0,36000.0,Other,Other,,1111293.75,43.04,False,47.561659999999996,-122.3237,98112.0,13.921036334965692,3.785098311854479
6403,2016,NonResidential,Refrigerated Warehouse,2.0,GREATER DUWAMISH,1970,1.0,22890.0,"Office, Refrigerated Warehouse",Refrigerated Warehouse,,10005787.0,119.76,False,47.56268,-122.32364,98108.0,16.118674283518207,4.793805104838638
6400,2016,Nonresidential COS,Warehouse,2.0,GREATER DUWAMISH,1967,2.0,22058.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,73.0,1987334.75,66.43,False,47.59393,-122.32211000000001,98134.0,14.502305480586193,4.2110900227464905
6398,2016,NonResidential,K-12 School,7.0,MAGNOLIA / QUEEN ANNE,1953,1.0,20811.0,K-12 School,K-12 School,95.0,1267348.5,43.97,False,47.64725,-122.39976999999999,98199.0,14.052438269725016,3.805995600782616
6397,2016,NonResidential,Worship Facility,7.0,MAGNOLIA / QUEEN ANNE,1953,2.0,31805.0,Worship Facility,Worship Facility,73.0,1641667.0,68.39,False,47.64725,-122.39976999999999,98199.0,14.311223356102628,4.239742764911457
6419,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1965,1.0,30800.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,65.0,485971.0,3.39,False,47.54769,-122.3251,98108.0,14.752005111155329,3.923556241241819
6451,2016,NonResidential,University,3.0,EAST,2006,5.0,84000.0,College/University,College/University,,12184124.0,49.58,False,47.61808,-122.32175,98122.0,16.315644432861042,6.093434320691699
6284,2016,SPS-District K-12,K-12 School,5.0,NORTHWEST,1956,1.0,45174.0,K-12 School,K-12 School,84.0,1980825.25,68.89,True,47.71487,-122.32959,98125.0,14.499024613605929,4.246922577489038
6270,2016,NonResidential,Small- and Mid-Sized Office,4.0,LAKE UNION,1995,3.0,20410.0,Office,Office,73.0,2720238.25,77.84,False,47.65576,-122.34208000000001,98020.0,14.816230393962789,4.367420482284519
6170,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1951,2.0,28032.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52.0,1321065.0,46.61,False,47.544909999999994,-122.32758000000001,98108.0,14.093949544406282,3.8630428232064276
6169,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1976,1.0,21040.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43.0,592088.125,19.14,False,47.54443,-122.32688,98108.0,13.291412451521268,3.0027078872904163
6155,2016,NonResidential,Worship Facility,3.0,SOUTHEAST,1963,2.0,22952.0,"Parking, Worship Facility",Worship Facility,98.0,470666.6875,19.28,False,47.58671,-122.30201000000001,98144.0,14.752005111155329,3.0096351787229825
6145,2016,NonResidential,Residence Hall,4.0,NORTHEAST,1950,3.0,29084.0,Residence Hall/Dormitory,Residence Hall/Dormitory,66.0,1632498.625,60.83,False,47.66281,-122.30819,98177.0,14.305622910423661,4.124388683570477
6144,2016,NonResidential,Small- and Mid-Sized Office,2.0,GREATER DUWAMISH,1969,1.0,35017.0,"Non-Refrigerated Warehouse, Office, Parking",Office,66.0,1295485.25,27.06,False,47.544940000000004,-122.32543000000001,98108.0,14.074396665265297,3.3343450746743146
6143,2016,NonResidential,Warehouse,2.0,GREATER DUWAMISH,1960,1.0,44476.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33.0,1368120.5,29.7,False,47.54761,-122.32758999999999,98108.0,14.128949189010218,3.4242626545931514
6142,2016,SPS-District K-12,K-12 School,4.0,NORTHEAST,1928,2.0,54943.0,K-12 School,K-12 School,94.0,2155390.25,83.76,True,47.6622,-122.27796000000001,98105.0,14.583482819565319,4.4398237334000985
6141,2016,NonResidential,Worship Facility,4.0,NORTHEAST,1954,2.0,20039.0,Worship Facility,Worship Facility,100.0,104722.2969,0.73,False,47.66146,-122.2788,98105.0,14.752005111155329,3.923556241241819
6140,2016,NonResidential,Mixed Use Property,4.0,NORTHEAST,1999,2.0,32928.0,"Office, Other, Parking, Retail Store",Parking,73.0,5652231.0,39.4,False,47.66272,-122.31798,98105.0,15.547561069360977,3.6988297849671046
6138,2016,NonResidential,Mixed Use Property,3.0,EAST,1988,2.0,21036.0,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,,2735811.5,78.36,False,47.626999999999995,-122.29153000000001,98122.0,14.821939024674489,4.373994462976618
6171,2016,NonResidential,Distribution Center,2.0,GREATER DUWAMISH,1974,1.0,25620.0,Distribution Center,Distribution Center,82.0,550324.1875,20.46,False,47.54333,-122.32791999999999,98108.0,13.218264632489237,3.0661907372025525
